call_order,duration,start_time,end_time
Node.add,0:00:00.000006,2025-09-03 17:43:04.293400,2025-09-03 17:43:04.293400
Node.divide,0:00:00.000005,2025-09-03 17:43:04.293496,2025-09-03 17:43:04.293496
Node.multiply,0:00:00.000005,2025-09-03 17:43:04.293586,2025-09-03 17:43:04.293586
Node.subtract,0:00:00.000006,2025-09-03 17:43:04.293722,2025-09-03 17:43:04.293722
Node.collect,0:00:00.000006,2025-09-03 17:43:04.304340,2025-09-03 17:43:04.304340
